site_id,url,domain,priority_tier,quality_tier,source_type,region,action,notes,classification_basis
kaliokalam_com,https://www.kaliokalam.com/category/%e0%a6%ac%e0%a6%bf%e0%a6%a6%e0%a7%87%e0%a6%b6%e0%a6%bf-%e0%a6%b8%e0%a6%be%e0%a6%b9%e0%a6%bf%e0%a6%a4%e0%a7%8d%e0%a6%af/,kaliokalam.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kampucheathmey_com,https://www.kampucheathmey.com/category/local-news/,kampucheathmey.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kaowao_org,http://www.kaowao.org/category/%e0%b8%aa%e0%b8%a5%e0%b9%87%e0%b8%ad%e0%b8%95/,kaowao.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
karar_com,https://www.karar.com/guncel-haberler,karar.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
karennews_org,http://karennews.org/category/hotnews/,karennews.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
karrierebibel_de,https://karrierebibel.de/ausbildung-ohne-schulabschluss/,karrierebibel.de,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kbn_news,https://kbn.news/archives/category/%e1%9e%82%e1%9f%92%e1%9e%9a%e1%9f%84%e1%9f%87%e1%9e%90%e1%9f%92%e1%9e%93%e1%9e%b6%e1%9e%80%e1%9f%8b%e1%9e%85%e1%9e%9a%e1%9e%b6%e1%9e%85%e1%9e%9a,kbn.news,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kddi_com,https://newsroom.kddi.com/news/index?category=newsrelease,newsroom.kddi.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kemenkopmk_go_id,http://www.kemenkopmk.go.id/index.php/berita-dan-artikel,kemenkopmk.go.id,P2,C,official_government,asia,selective_crawl,official ministry site; useful selectively rather than in the main crawl,manual_override
kemenpora_go_id,http://www.kemenpora.go.id/berita,kemenpora.go.id,P2,C,official_government,asia,selective_crawl,official but sports ministry focus,manual_or_curated
kemergozcu_com,https://www.kemergozcu.com/haberler/gundem/,kemergozcu.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kemhan_go_id,http://www.kemhan.go.id/category/foto,kemhan.go.id,P2,C,official_government,asia,selective_crawl,defense ministry source with limited structured text,manual_or_curated
kentgazetesi_com,http://www.kentgazetesi.com/gundem/,kentgazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
khabreapki_com,https://khabreapki.com/category/news/,khabreapki.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
khamsablao_com,https://khamsablao.com/laostolaoswords/%e0%ba%9a%e0%ba%bb%e0%ba%94%e0%ba%84%e0%ba%a7%e0%ba%b2%e0%ba%A1/,khamsablao.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
khmer7news_com,https://khmer7news.com/archives/category/%e1%9e%96%e1%9f%90%e1%9e%8f%e1%9f%8c%e1%9e%98%e1%9e%b6%e1%9e%93%e1%9e%87%e1%9e%b6%e1%9e%8f%e1%9e%B7,khmer7news.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
khonumthung_org,https://khonumthung.org/category/headline/,khonumthung.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kicnews_org,http://kicnews.org/category/%e1%81%82%e1%81%80%e1%81%82%e1%81%80-%e1%80%9b%e1%80%bd%e1%80%B1%E1%80%B8%E1%80%80%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%95%E1%80%BD%E1%80%B2/%e1%80%9b%e1%80%BD%e1%80%B1%E1%80%B8%E1%80%80%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%95%E1%80%BD%E1%80%B2%E1%80%9E%E1%80%90%E1%80%84%E1%80%BA%E1%80%B8/,kicnews.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kilispostasi_com,https://www.kilispostasi.com/dunya/,kilispostasi.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kirsehirgundem_com,http://www.kirsehirgundem.com/category/gundem/,kirsehirgundem.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kishoralo_com,https://www.kishoralo.com/golpo,kishoralo.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kkp_go_id,http://www.kkp.go.id/news.html,kkp.go.id,P2,C,official_government,asia,selective_crawl,official agency with partial policy relevance,manual_or_curated
kohsantepheapdaily_com_kh,http://kohsantepheapdaily.com.kh/category/politic,kohsantepheapdaily.com.kh,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
komchadluek_net,http://www.komchadluek.net/category/news,komchadluek.net,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
komisiyudisial_go_id,http://www.komisiyudisial.go.id/frontend/news,komisiyudisial.go.id,P2,C,official_government,asia,selective_crawl,official judiciary source not core geopolitics,manual_or_curated
kompas_com,https://news.kompas.com?source=navbar,kompas.com,P1,B,national_major_media,asia,secondary_crawl,major Indonesia source,manual_or_curated
kosmo_com_my,http://www.kosmo.com.my/category/terkini/,kosmo.com.my,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kuzeyanadolugazetesi_com,http://www.kuzeyanadolugazetesi.com/category/gundem/,kuzeyanadolugazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kuzeyhaber_com,http://www.kuzeyhaber.com/kategori/guncel/1,kuzeyhaber.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
kyodo_co_jp,http://www.kyodo.co.jp/news/,kyodo.co.jp,P0,A,wire_service,asia,primary_crawl,top Japanese wire,manual_or_curated
lacuarta_com,https://www.lacuarta.com/mundo/,lacuarta.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lademajagua_cu,https://lademajagua.cu/category/nacionales/,lademajagua.cu,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ladepeche_fr,https://www.ladepeche.fr/rss.xml,ladepeche.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lahora_cl,http://www.lahora.cl/categoria/internacional/,lahora.cl,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lalonsain_wordpress_com,https://lalonsain.wordpress.com/,lalonsain.wordpress.com,Drop,D,noise,europe,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
lanacion_com_ar,http://www.lanacion.com.ar/politica/,lanacion.com.ar,P0,A,national_major_media,latin_america,primary_crawl,major Argentina source,manual_or_curated
laoembassy_com,https://laoembassy.com/category/embassy/,laoembassy.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
laopost_com,https://laopost.com/politics,laopost.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lapatilla_com,https://www.lapatilla.com/secciones/politica/,lapatilla.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
larousse_fr,https://www.larousse.fr/encyclopedie,larousse.fr,Drop,D,noise,europe,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
lastampa_it,http://www.lastampa.it/politica/,lastampa.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
latercera_com,http://www.latercera.com/canal/politica/,latercera.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
latimes_com,https://www.latimes.com/politics,latimes.com,P0,A,national_major_media,north_america,primary_crawl,major US paper,manual_or_curated
lavanguardia_com,http://www.lavanguardia.com/politica,lavanguardia.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lechinois_com,http://www.lechinois.com/coursnet/coursnettitre.html/oracles/oracles-liste.php,lechinois.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ledauphine_com,https://www.ledauphine.com/france-monde,ledauphine.com,P2,C,regional_media_candidate,asia_pacific,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lefigaro_fr,https://www.lefigaro.fr/international,lefigaro.fr,P0,A,national_major_media,europe,primary_crawl,major French daily,manual_or_curated
lepoint_fr,https://www.lepoint.fr/politique/,lepoint.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lercio_it,https://www.lercio.it/category/cultura/,lercio.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
library_metro_tokyo_lg_jp,https://www.library.metro.tokyo.lg.jp/search/research_guide/health_medical/,library.metro.tokyo.lg.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
linternaute_com,https://www.linternaute.com/actualite/,linternaute.com,P2,C,regional_media_candidate,asia_pacific,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
liputan6_com,https://www.liputan6.com/news,liputan6.com,P1,B,national_major_media,asia,secondary_crawl,major Indonesia source,manual_or_curated
livehindustan_com,https://www.livehindustan.com/international/,livehindustan.com,P2,C,regional_media_candidate,north_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
lowyinstitute_org,https://www.lowyinstitute.org/publications,lowyinstitute.org,P3,C,think_tank_context,asia_pacific,context_only,analysis source not news backbone,manual_or_curated
macaupostdaily_com,https://www.macaupostdaily.com/news/list?tab=CORPORATE,macaupostdaily.com,P2,C,regional_media_candidate,asia_pacific,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
macdonaldlaurier_ca,https://www.macdonaldlaurier.ca/category/issues/,macdonaldlaurier.ca,P2,C,regional_media_candidate,asia_pacific,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
magtheweekly_com,https://magtheweekly.com/category/fashion,magtheweekly.com,Drop,D,noise,global,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
make_it_in_germany_com,https://www.make-it-in-germany.com/de/arbeiten-in-deutschland/,make-it-in-germany.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
malatyahaber_com,https://malatyahaber.com/kategori/son-dakika,malatyahaber.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
manilatimes_net,https://www.manilatimes.net/world/feed,manilatimes.net,P1,B,national_major_media,asia,secondary_crawl,good Philippines supplement source,manual_or_curated
marca_com,https://www.marca.com/futbol.html,marca.com,Drop,D,noise,europe,drop,sports site,manual_or_curated
mb_com_ph,https://mb.com.ph/category/philippines,mb.com.ph,P2,C,national_major_media,asia,selective_crawl,useful Philippines supplement,manual_or_curated
medicitalia_it,https://www.medicitalia.it/dizionario-medico/salute-benessere/emorroidi/,medicitalia.it,Drop,D,noise,europe,drop,medical reference site,manual_or_curated
meridiano_com_ve,http://meridiano.com.ve/beisbol,meridiano.com.ve,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
midilibre_fr,https://www.midilibre.fr/actu/politique/,midilibre.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ministryofrailtransportation_com,http://www.ministryofrailtransportation.com/category/environment,ministryofrailtransportation.com,Drop,D,noise,europe,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
mm_kunming_cn,https://mm.kunming.cn/yw/,mm.kunming.cn,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
mmpeacemonitor_org,https://www.mmpeacemonitor.org/en/eng-eros-profile/chin-national-front-cnf-cna/,mmpeacemonitor.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
mot_go_th,https://ops.mot.go.th/,ops.mot.go.th,P2,C,official_government,asia,selective_crawl,transport ministry source,manual_or_curated
motsavec_fr,https://www.motsavec.fr/a,motsavec.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
msnbc_com,http://www.msnbc.com/world,msnbc.com,P2,C,regional_media_candidate,north_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
myanmar_com,https://myanmar.com/news/,myanmar.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
myanmar_yunnangateway_com,http://myanmar.yunnangateway.com/cityMini/site/en/News,myanmar.yunnangateway.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
myanmarcnn_com,http://www.myanmarcnn.com/search/label/International%20News,myanmarcnn.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
myanmarisis_org,http://www.myanmarisis.org/news/,myanmarisis.org,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
myanmartravel_org,http://myanmartravel.org/history.html,myanmartravel.org,Drop,D,noise,asia,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
myitkyinanewsjournal_com,https://www.myitkyinanewsjournal.com/category/politics-news/,myitkyinanewsjournal.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
mynet_com,https://www.mynet.com/spor/turkiye-super-lig-puan-durumu,mynet.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
mypaper_sg,http://mypaper.sg/category/top-stories/,mypaper.sg,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
mzamin_com,https://mzamin.com/category/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%9C%E0%A6%AE%E0%A6%BF%E0%A6%A8,mzamin.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
na_gov_la,http://na.gov.la/%e0%ba%99%e0%ba%b4%e0%ba%95%e0%ba%b4%e0%ba%81%e0%ba%b3/%e0%ba%9a%e0%ba%b1%e0%ba%99%e0%ba%94%e0%ba%b2%e0%ba%81%e0%ba%bb%e0%ba%94%e0%bb%9d%e0%ba%b2%e0%ba%8d/,na.gov.la,P2,C,official_government,asia,selective_crawl,official but narrow parliamentary focus,manual_or_curated
nationaljournal_com,http://nationaljournal.com/latest/news/,nationaljournal.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nationthailand_com,https://www.nationthailand.com/news/world,nationthailand.com,P1,B,national_major_media,asia,secondary_crawl,strong Thailand and region coverage,manual_or_curated
nationtv_tv,http://www.nationtv.tv/news/foreign,nationtv.tv,P2,C,national_major_media,asia,selective_crawl,useful Thailand supplement,manual_or_curated
nayalook_com,http://www.nayalook.com/category/international/,nayalook.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nazrulgeeti_org,https://www.nazrulgeeti.org/index.php/all-song-list,nazrulgeeti.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nbcnews_com,https://www.nbcnews.com/science,nbcnews.com,P1,B,global_major_media,north_america,secondary_crawl,use domain but replace weak section URL,manual_or_curated
netra_news,https://netra.news/tags/netra-report/,netra.news,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
new_chinese_org,http://www.new-chinese.org/chinesische-nachrichten.html,new-chinese.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
news_eleven_com,https://news-eleven.com/world,news-eleven.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
news_thaipbs_or_th,https://news.thaipbs.or.th/news/world,news.thaipbs.or.th,P1,B,public_broadcaster,asia,secondary_crawl,high quality Thai public broadcaster,manual_or_curated
newsarawaktribune_com,http://www.newsarawaktribune.com/category/law/,newsarawaktribune.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
newsnationtv_com,https://www.newsnationtv.com/india,newsnationtv.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
newspost_in,https://www.newspost.in/india-news,newspost.in,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
newstracklive_com,https://www.newstracklive.com/latest-news/,newstracklive.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
newsweek_com,http://www.newsweek.com/world,newsweek.com,P1,B,global_major_media,north_america,secondary_crawl,good archive and world desk,manual_or_curated
newyorker_com,http://www.newyorker.com/news,newyorker.com,P2,C,regional_media_candidate,north_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ngoisao_net,http://ngoisao.net/showbiz,ngoisao.net,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nikkei_com,https://www.nikkei.com/business/column/,nikkei.com,P0,A,national_major_media,asia,primary_crawl,use politics and Asia sections rather than current URL,manual_or_curated
nintendo_co_jp,https://www.nintendo.com/jp/topics/,nintendo.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nixonfoundation_org,https://www.nixonfoundation.org/category/news/,nixonfoundation.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nld_com_vn,http://nld.com.vn/thoi-su.htm,nld.com.vn,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
noticiasargentinas_com,https://noticiasargentinas.com/politica,noticiasargentinas.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
npr_org,http://www.npr.org/sections/news/,npr.org,P0,A,public_broadcaster,north_america,primary_crawl,strong international reporting,manual_or_curated
nst_com_my,http://www.nst.com.my/newssummary,nst.com.my,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nybooks_com,https://www.nybooks.com/politics/,nybooks.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nydailynews_com,https://www.nydailynews.com/news/,nydailynews.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
nzherald_co_nz,http://www.nzherald.co.nz/latest-news/,nzherald.co.nz,P1,B,national_major_media,asia_pacific,secondary_crawl,good regional supplement,manual_or_curated
observer_co_uk,http://www.observer.co.uk/sport,observer.co.uk,Drop,D,noise,europe,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
okaz_com_sa,https://www.okaz.com.sa/culture,okaz.com.sa,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
okezone_com,https://news.okezone.com/,okezone.com,P2,C,national_major_media,asia,selective_crawl,high volume and noisy,manual_or_curated
onedio_com,https://onedio.com/gundem,onedio.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
onepakistan_com_pk,https://onepakistan.com.pk/blog/,onepakistan.com.pk,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
orientaldaily_com_my,http://www.orientaldaily.com.my/news/nation,orientaldaily.com.my,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ortadogugazetesi_com,https://www.ortadogugazetesi.com/gundem,ortadogugazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
owmpinternational_com,https://owmpinternational.com/sultan-haji-hassanal-bolkiah-institute-of-defence-and-strategic-studies-2/news/,owmpinternational.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
padangekspres_co_id,http://www.padangekspres.co.id/category/teknologi/,padangekspres.co.id,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
paktodayinfo_com,https://paktodayinfo.com/category/national/,paktodayinfo.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
panasonic_jp,https://panasonic.jp/store/limited/refurbished/,panasonic.jp,Drop,D,noise,asia,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
pasteur_la,https://www.pasteur.la/activities-4/lao-japan-lab-parasitology-2024/,pasteur.la,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
patrika_com,https://www.patrika.com/world-news,patrika.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
pattayamail_com,https://www.pattayamail.com/news,pattayamail.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
pealim_com,https://www.pealim.com/dict/prepositions/,pealim.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
perfil_com,https://www.perfil.com/seccion/politica/,perfil.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
periodico26_cu,http://www.periodico26.cu/index.php/es/del-mundo,periodico26.cu,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
pertanian_go_id,http://www.pertanian.go.id/?show=news&act=view_all,pertanian.go.id,P2,C,official_government,asia,selective_crawl,official agriculture source,manual_or_curated
peugeot_fr,https://www.peugeot.fr/nos-vehicules/gamme/vehicules-electriques.html,peugeot.fr,Drop,D,noise,europe,drop,brand site,manual_or_curated
pewresearch_org,https://www.pewresearch.org/topic/politics-policy/,pewresearch.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
philippinestoday_net,https://philippinestoday.net/archives/category/current-issues/charter-change,philippinestoday.net,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
phnompenhpost_com,http://www.phnompenhpost.com/category/national/,phnompenhpost.com,P1,B,national_major_media,asia,secondary_crawl,good Cambodia source,manual_or_curated
piie_com,https://www.piie.com/research,piie.com,P3,C,think_tank_context,global,context_only,"analysis source; useful for context, not raw news backbone",heuristic
pikiran_rakyat_com,http://www.pikiran-rakyat.com/news,pikiran-rakyat.com,P2,C,regional_media_candidate,middle_east,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
pinoyparazzi_com,https://www.pinoyparazzi.com/category/career-life/,pinoyparazzi.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
poesie_francaise_fr,https://www.poesie-francaise.fr/poemes-alfred-de-musset/,poesie-francaise.fr,Drop,D,noise,europe,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
poorvanchalmedia_com,https://www.poorvanchalmedia.com/latest-news-hindi/,poorvanchalmedia.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
popcouncil_org,https://www.popcouncil.org/country/egypt/,popcouncil.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
portalangop_co_ao,http://www.portalangop.co.ao/,portalangop.co.ao,P2,C,state_media,global,selective_crawl,unclear source value; manual review recommended,heuristic
poskotanews_com,http://www.poskotanews.com/kanal/megapolitan/,poskotanews.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
postkhmer_com,http://www.postkhmer.com/category/international,postkhmer.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
posttoday_com,https://www.posttoday.com/category/latest-news,posttoday.com,P2,C,national_major_media,asia,selective_crawl,useful but broad scope,manual_or_curated
prachachat_net,https://www.prachachat.net/politics,prachachat.net,P1,B,national_major_media,asia,secondary_crawl,strong politics coverage,manual_or_curated
probashirdiganta_com,https://www.probashirdiganta.com/news,probashirdiganta.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
progressive_org,http://www.progressive.org/latest,progressive.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
projet_voltaire_fr,https://www.projet-voltaire.fr/nos-solutions/entreprises/,projet-voltaire.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
prothomalo_com,https://www.prothomalo.com/world,prothomalo.com,P0,A,national_major_media,south_asia,primary_crawl,major Bangladesh source,manual_or_curated
prsgroup_com,https://www.prsgroup.com/explore-our-products/,prsgroup.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ptvnews_ph,https://ptvnews.ph/category/nation/,ptvnews.ph,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
publico_pt,https://www.publico.pt/politica,publico.pt,P1,B,national_major_media,europe,secondary_crawl,good Portugal source,manual_or_curated
qiandaoribao_com,http://qiandaoribao.com/category/%e5%9b%bd%e5%86%85%e6%96%b0%e9%97%bb/,qiandaoribao.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
quotidiani_net,https://www.quotidiani.net/giornali_di_partito.htm,quotidiani.net,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
rab_co_jp,http://www.rab.co.jp/tv/,rab.co.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
rainews_it,https://www.rainews.it/rss/cronaca,rainews.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
rakyatkalbar_com,http://rakyatkalbar.com/berita/kategori/nasional,rakyatkalbar.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
rand_org,https://www.rand.org/topics/international-affairs.html,rand.org,P3,C,think_tank_context,global,context_only,analysis source not news backbone,manual_or_curated
rashtrakundalininews_com,http://www.rashtrakundalininews.com/search,rashtrakundalininews.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
rasmeinews_com,http://www.rasmeinews.com/angka-main-guangzhou,rasmeinews.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
